item_id,penman_notation
B.146,"# ::tok They finished eating their chicken dumplings .
(f / finish-01~1
    :ARG0 (t / they~0)
    :ARG1 (e / eat-01~2
        :ARG0 t
        :ARG1 (d / ditto~5
            :consist-of (c / chicken~4)
            :poss t)))
"
B.147,"# ::tok His stomach pains worsened with time .
(w / worsen-01~3
    :ARG1 (p / pain-01~2
        :ARG1 (s / stomach~1
            :part-of (h / he~0)))
    :condition (t / time~5))
"
B.148,"# ::tok That warrior is you , my son .
(y / you~3
    :ARG0-of (h / have-rel-role-91~6
        :ARG1 (i / i~5)
        :ARG2 (s / son~6))
    :domain (w / warrior~1
        :mod (t / that~0)))
"
B.149,"# ::tok I could not escape this obligation .
(p / possible-01~1
    :ARG1 (e / escape-01~3
        :ARG0 (i / i~0)
        :ARG1 (t / thing~4
            :ARG2-of (o / obligate-01~5
                :ARG1 i)
            :mod (t2 / this~4)))
    :polarity -~2)
"
B.150,"# ::tok The sky was bright and blue .
(s / sky~1
    :ARG1-of (b2 / bright-02~3)
    :mod (b / blue~5))
"
B.151,"# ::tok Why had the disease spared them ?
(c / cause-01~0
    :ARG0 (a / amr-unknown~0)
    :ARG1 (s / spare-01~4
        :ARG0 (d / disease~3)
        :ARG1 (t / they~5)))
"
B.152,"# ::tok Her energy level was too low .
(h / have-degree-91~4
    :ARG1 (l / level~2
        :mod (e / energy~1)
        :poss (s / she~0))
    :ARG2 (l2 / low-04~5
        :ARG1 l)
    :ARG3 (t / too~4))
"
B.153,"# ::tok He seemed extremely pleased with himself .
(s / seem-01~1
    :ARG1 (p / please-01~3
        :ARG0 (h / he~0)
        :ARG1 h
        :degree (e / extreme~2)))
"
B.154,"# ::tok Spray and vapor filled the void .
(f / fill-01~3
    :ARG1 (v2 / void~5)
    :ARG2 (a / and~1
        :op1 (s / spray-01~0)
        :op2 (v / vapor~2)))
"
B.155,"# ::tok He 'd come because he had news .
(c2 / come-01~2
    :ARG1 (h2 / he~0)
    :ARG1-of (c / cause-01~3
        :ARG0 (h / have-03~5
            :ARG0 h2
            :ARG1 (n / news~6))))
"
B.156,"# ::tok I get paid no matter what .
(p / pay-01~2
    :ARG1-of (r / regardless-91~3)
    :ARG2 (i / i~0))
"
B.157,"# ::tok The great wheel began to turn .
(b / begin-01~3
    :ARG1 (t / turn-01~5
        :ARG1 (w / wheel~2
            :mod (g / great~1))))
"
B.158,"# ::tok His pants were clean white jeans .
(p / pants~1
    :ARG1-of (c / clean-04~3)
    :ARG1-of (w / white-03~4)
    :mod (j / jeans~5)
    :poss (h / he~0))
"
B.159,"# ::tok It was wrapped in the plastic .
(w / wrap-01~2
    :ARG1 (i / it~0)
    :ARG2 (p / plastic~5))
"
B.160,"# ::tok It almost seemed like a toy .
(s / seem-01~2
    :ARG1 (r / resemble-01~3
        :ARG1 (i / it~0)
        :ARG2 (t / toy~5))
    :mod (a / almost~1))
"
B.161,"# ::tok Her only plan was to delay .
(p / plan-01~2
    :ARG0 (s / she~0)
    :ARG1 (d / delay-01~5
        :ARG0 s)
    :mod (o / only~1))
"
B.162,"# ::tok A wooden table lay between them .
(l / lay-01~3
    :ARG1 (t / table~2
        :consist-of (w / wood~1))
    :ARG2 (b / between~4
        :op1 (t2 / they~5)))
"
B.163,"# ::tok He pulled up on the knob .
(p / pull-01~1
    :ARG0 (h / he~0)
    :ARG2 (k / knob~5))
"
B.164,"# ::tok You take me for a liar ?
(t / take-04~1
    :ARG0 (y / you~0)
    :ARG1 (i / i~2)
    :ARG2 (p / person~4
        :ARG0-of (l / lie-08~5))
    :polarity (a / amr-unknown~6))
"
B.165,"# ::tok She grinned at the blonde girl .
(g2 / grin-01~1
    :ARG0 (s / she~0)
    :direction (g / girl~5
        :mod (b / blonde~4)))
"
B.166,"# ::tok But her eyes betrayed the truth .
(c / contrast-01~0
    :ARG2 (b / betray-01~3
        :ARG0 (e / eye~2
            :part-of (s / she~1))
        :ARG1 (t / truth~5)))
"
B.167,"# ::tok The boat was ready to sail .
(r / ready-02~3
    :ARG1 (b / boat~1)
    :ARG2 (s / sail-01~5
        :ARG0 b))
"
B.168,"# ::tok I like the openness and beauty .
(l / like-01~1
    :ARG0 (i / i~0)
    :ARG1 (a / and~4
        :op1 (o / open-01~3)
        :op2 (b / beautiful-02~5)))
"
B.169,"# ::tok The next house is kilometres away .
(b / be-located-at-91~5
    :ARG1 (h / house~2
        :mod (n / next~1))
    :ARG2 (a / away~5
        :quant (m / multiple~4
            :op1 (d / distance-quantity~4
                :quant 1~4
                :unit (k / kilometer~4)))))
"
B.170,"# ::tok He could not say a word .
(p / possible-01~1
    :ARG1 (s / say-01~3
        :ARG0 (h / he~0)
        :ARG1 (w / word~5))
    :polarity -~2)
"
B.171,"# ::tok I saw the good guys win .
(s / see-01~1
    :ARG0 (i / i~0)
    :ARG1 (w / win-01~5
        :ARG0 (g2 / guy~4
            :ARG1-of (g / good-02~3))))
"
B.172,"# ::tok You connect it to a computer .
(c2 / connect-01~1
    :ARG0 (y / you~0)
    :ARG1 (i / it~2)
    :ARG2 (c / computer~5))
"
B.173,"# ::tok I dared him to do it .
(d / dare-01~1
    :ARG0 (i / i~0)
    :ARG1 (h / he~2)
    :ARG2 (d2 / do-02~4
        :ARG0 h
        :ARG1 (i2 / it~5)))
"
B.174,"# ::tok Then she smiled faintly and nodded .
(a / and~4
    :op1 (s2 / smile-01~2
        :ARG0 (s / she~1)
        :manner (v / vague~3))
    :op2 (n / nod-01~5
        :ARG0 s)
    :time (t / then~0))
"
B.175,"# ::tok Are they going to expel her ?
(e / expel-01~4
    :ARG0 (t / they~1)
    :ARG1 (s / she~5)
    :polarity (a / amr-unknown~6))
"
B.176,"# ::tok So he continued in his ignorance .
(c / continue-01~2
    :ARG0 (h / he~1)
    :ARG1 (i / ignorant-02~5
        :ARG1 h)
    :mod (s / so~0))
"
B.177,"# ::tok Now he must find the key .
(o / obligate-01~2
    :ARG1 (h / he~1)
    :ARG2 (f / find-01~3
        :ARG0 h
        :ARG1 (t / thing~5
            :ARG1-of (k / key-02~5)))
    :time (n / now~0))
"
B.178,"# ::tok They glared at one another heatedly .
(s / stare-01~1
    :ARG0 (t / they~0)
    :ARG1 t
    :manner (h / heat-01~5))
"
B.179,"# ::tok Savanah ordered a fried shrimp dinner .
(o / order-02~1
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Savanah""~0))
    :ARG1 (d / dinner~5
        :ARG1-of (f / fry-01~3)
        :consist-of (s / shrimp~4)))
"
B.180,"# ::tok If only to collect her belongings .
(c / collect-01~3
    :ARG1 (t / thing~5
        :ARG0-of (b / belong-01~5
            :ARG1 (s / she~4)))
    :mod (o / only~1))
"
B.181,"# ::tok Back to your cage , little bird .
(s / say-01~4
    :ARG0 (i / i~7)
    :ARG1 (g / go-back-19~0
        :ARG1 (b / bird~6
            :mod (l / little~5))
        :ARG2 (c / cage~3
            :poss b))
    :ARG2 b)
"
B.182,"# ::tok The hesitant rhythm of the band .
(r / rhythm~2
    :ARG0-of (h / hesitate-01~1)
    :poss (b / band~5))
"
B.183,"# ::tok Ruthless ... merciless ... devoted to our cause .
(a / and~1
    :op1 (c2 / cruel~0)
    :op2 (m / mercy~2
        :polarity -~2)
    :op3 (d / devote-01~4
        :ARG2 (c / cause~7
            :poss (w / we~6))))
"
B.184,"# ::tok What about being amazing and wonderful ?
(a2 / amr-unknown~0
    :topic (a3 / and~4
        :op1 (a / amaze-01~3)
        :op2 (w / wonderful-03~5)))
"
B.185,"# ::tok Long after the flu epidemic ended .
(a / after~1
    :ARG1-of (l / long-03~0)
    :op1 (e / end-01~5
        :ARG1 (e2 / epidemic~4
            :mod (d / disease~3
                :name (n / name~3
                    :op1 ""influenza""~3)))))
"
B.186,"# ::tok Faint bitterness and a relaxing flavor .
(a / and~2
    :op1 (b / bitterness~1
        :ARG1-of (f / faint-01~0))
    :op2 (f2 / flavor~5
        :ARG0-of (r / relax-01~4)))
"
B.187,"# ::tok Their stay was tranquil and pleasant .
(a / and~4
    :domain (s / stay-01~1
        :ARG1 (t / they~0))
    :op1 (t2 / tranquil~3)
    :op2 (p / pleasant-02~5))
"
B.188,"# ::tok Headed into the town 's only bar .
(h / head-02~0
    :ARG1 (b / bar~6
        :location (t / town~3)
        :mod (o / only~5)))
"
B.189,"# ::tok The one in jail for murder .
(j / jail-01~3
    :ARG1 (o / one~1)
    :ARG3 (m / murder-01~5
        :ARG0 o))
"
B.190,"# ::tok To guard and keep and protect .
(a / and~2
    :op1 (g / guard-01~1)
    :op2 (k / keep-01~3)
    :op3 (p / protect-01~5))
"
B.191,"# ::tok Scary and freaky sometimes , but awesome .
(c / contrast-01~5
    :ARG1 (a / and~1
        :frequency (s2 / sometimes~3)
        :op1 (s / scary-03~0)
        :op2 (f / freaky~2))
    :ARG2 (a2 / awe-01~6))
"
B.192,"# ::tok That seemed like an absurd contradiction !
(s / seem-01~1
    :ARG1 (r / resemble-01~2
        :ARG1 (t / that~0)
        :ARG2 (c / contradict-01~5
            :mod (a / absurd~4))))
"
B.193,"# ::tok Will you sleep on the couch ?
(s / sleep-01~2
    :ARG0 (y / you~1)
    :location (c / couch~5)
    :polarity (a / amr-unknown~6))
"
B.194,"# ::tok That is terribly difficult to overcome !
(d / difficult~3
    :degree (t / terribly~2)
    :domain (o / overcome-01~5
        :ARG1 (t2 / that~0)))
"
B.195,"# ::tok Put the white flag out first .
(p / put-01~0
    :ARG0 (y / you~0)
    :ARG1 (f / flag~3
        :ARG1-of (w / white-03~2))
    :ARG2 (o2 / out~4)
    :mode imperative~0
    :ord (o / ordinal-entity~5
        :value 1~5))
"
B.196,"# ::tok The crowd burst into sudden cacophony .
(b / burst-01~2
    :ARG1 (c2 / crowd~1)
    :ARG2 (c / cacophony~5
        :mod (s / sudden~4)))
"
B.197,"# ::tok He 's too badly damaged and malnourished .
(h / have-degree-91~2
    :ARG1 (a / and~5
        :op1 h
        :op2 (m / malnourished-01~6
            :ARG1 (h2 / he~0)))
    :ARG2 (b / bad-05~3
        :ARG1 (d / damage-01~4
            :ARG1 h2))
    :ARG3 (t / too~2))
"
B.198,"# ::tok Or a cat and a dog .
(o / or~0
    :op2 (a / and~3
        :op1 (c / cat~2)
        :op2 (d / dog~5)))
"
B.199,"# ::tok It smelled bad , like rotten garbage .
(s / smell-02~1
    :ARG1 (i / it~0
        :ARG1-of (r / resemble-01~4
            :ARG2 (g / garbage~6
                :ARG1-of (r2 / rot-01~5))))
    :ARG2 (b / bad-07~2))
"
B.200,"# ::tok Down by the abandoned train station .
(r / relative-position~1
    :direction (d / down~0)
    :op1 (s / station~5
        :ARG1-of (a / abandon-01~3)
        :mod (t / train~4)))
"
B.201,"# ::tok You have the poor girl terrified .
(h / have-04~1
    :ARG0 (y / you~0)
    :ARG1 (t / terrify-01~5
        :ARG1 (g / girl~4
            :mod (p / poor~3))))
"
B.202,"# ::tok He handed her the leather bag .
(h / hand-01~1
    :ARG0 (h2 / he~0)
    :ARG1 (b / bag~5
        :mod (l / leather~4))
    :ARG2 (s / she~2))
"
B.203,"# ::tok Her life was a horror film .
(f / film-01~5
    :ARG1 (l / life~1
        :poss (s / she~0))
    :mod (h / horror~4))
"
B.204,"# ::tok You would n't eat your fancy food .
(e / eat-01~3
    :ARG0 (y / you~0)
    :ARG1 (f2 / food~6
        :mod (f / fancy~5)
        :poss y)
    :polarity -~2)
"
B.205,"# ::tok Would you like a drink , then ?
(l / like-02~2
    :ARG0 (y / you~1)
    :ARG1 (d / drink~4)
    :mod (t / then~6)
    :polarity (a / amr-unknown~7))
"
B.206,"# ::tok One , two , three , four , five , six -
(a / and~1
    :ARG1 (t / thing~11
        :quant 1~0)
    :op1 (h / have-li-91~1
        :ARG2 1~0)
    :op2 (t2 / thing~11
        :quant 4~6)
    :rel 2~2
    :rel 5~8
    :rel 3~4
    :rel 6~10)
"
B.207,"# ::tok My marriage was because of them .
(c / cause-01~3
    :ARG0 (t / they~5)
    :ARG1 (m / marry-01~1
        :ARG1 (i / i~0)))
"
B.208,"# ::tok They taught her humility and compassion .
(t / teach-01~1
    :ARG0 (t2 / they~0)
    :ARG1 (a / and~4
        :op1 (h / humble-01~3
            :ARG1 (s / she~2))
        :op2 (c / compassion~5))
    :ARG2 s)
"
B.209,"# ::tok Mom was stirring a sauce pan .
(s2 / stir-01~2
    :ARG0 (p2 / person~0
        :ARG0-of (h / have-rel-role-91~0
            :ARG2 (m / mom~0)))
    :ARG1 (p / pan~5
        :mod (s / sauce~4)))
"
B.210,"# ::tok Enough of all this tedious self - justification .
(h / have-quant-91~0
    :ARG3 (e / enough~0)
    :ARG6 (j / justify-01~7
        :mod (t / tedious~4)
        :mod (t2 / this~3)
        :mod (a / all~2)))
"
B.211,"# ::tok She 's using dancing moves to fight .
(u / use-01~2
    :ARG0 (s / she~0)
    :ARG1 (m / move-03~4
        :ARG0 s
        :ARG1 (d / dance-01~3
            :ARG0 s))
    :ARG2 (f / fight-01~6
        :ARG0 s))
"
B.212,"# ::tok Was that demon or elven magic ?
(a / amr-choice~3
    :domain (t / that~1)
    :op1 (d / demon~2)
    :op2 (m / magic~5
        :mod (b / book~4
            :name (n / name~4
                :op1 ""Elvis""~4))))
"
B.213,"# ::tok It was unheard of , unthinkable , impossible .
(a / and~4
    :op1 (p / possible-01~2
        :ARG1 (o / operate-01~2
            :ARG1 (i / it~0))
        :polarity -~1)
    :op2 (p2 / possible-01~5
        :ARG1 i
        :polarity -~5
        :polarity -~7))
"
B.214,"# ::tok And beautiful and smart and witty .
(a / and~0
    :op2 (b / beautiful-02~1)
    :op3 (s / smart-06~3)
    :op4 (w / witty~5))
"
B.215,"# ::tok Both mentally and physically , you 're attracted .
(a2 / attract-01~7
    :ARG1 (y / you~5)
    :manner (a / and~2
        :op1 (m / mental~1)
        :op2 (p / physical~3)))
"
B.216,"# ::tok Perhaps he 'd put down rat poison ?
(p2 / possible-01~0
    :ARG1 (p3 / put-01~3
        :ARG0 (h / he~1)
        :ARG1 (p / poison-01~6
            :ARG2 (r / rat~5))
        :ARG2 (d / down~4))
    :polarity (a / amr-unknown~7))
"
B.217,"# ::tok Something small and wrapped in fabric .
(s2 / something~0
    :ARG1-of (w / wrap-01~3
        :ARG2 (f / fabric~5))
    :mod (s / small~1))
"
B.218,"# ::tok A little scary , but not surprising .
(c / contrast-01~4
    :ARG1 (s / scary-03~2
        :degree (l / little~1))
    :ARG2 (s2 / surprise-01~6
        :polarity -~5))
"
B.219,"# ::tok Of the Earth and the Moon .
(c / concern-02~0
    :ARG1 (a / and~3
        :op1 (p / planet~2
            :name (n / name~2
                :op1 ""Earth""~2))
        :op2 (m / moon~5)))
"
B.220,"# ::tok He felt more embarrassed than frightened .
(f / feel-01~1
    :ARG0 (h2 / he~0)
    :ARG1 (h / have-degree-91~2
        :ARG1 h2
        :ARG2 (e / embarrass-01~3
            :ARG1 h2)
        :ARG3 (m / more~2)
        :ARG4 (f2 / frighten-01~5
            :ARG1 h2)))
"
B.221,"# ::tok A test was necessary , she decided .
(d / decide-01~6
    :ARG0 (s / she~5)
    :ARG1 (n / need-01~3
        :ARG1 (t / test-01~1)))
"
B.222,"# ::tok You may climb on the mountain .
(p / permit-01~1
    :ARG1 (c / climb-01~2
        :ARG0 (y / you~0)
        :ARG1 (m / mountain~5)))
"
B.223,"# ::tok I fell into the cow pasture .
(f / fall-01~1
    :ARG1 (i / i~0)
    :ARG4 (p / pasture~5
        :mod (c / cow~4)))
"
B.224,"# ::tok He encouraged hostility and eventually war .
(e / encourage-01~1
    :ARG0 (h / he~0)
    :ARG1 (a / and~3
        :op1 (h2 / hostility~2)
        :op2 (w / war-01~5
            :time (e2 / eventual~4))))
"
B.225,"# ::tok The inside was circular in shape .
(s / shape~5
    :domain (i / inside~1)
    :mod (c / circular~3))
"
B.226,"# ::tok It will only fuel the fire .
(f2 / fuel-01~3
    :ARG0 (i / it~0)
    :ARG1 (f / fire~5)
    :mod (o / only~2))
"
B.227,"# ::tok That would be simple and effective .
(a / and~4
    :op1 (s / simple-02~3
        :ARG1 (t / that~0))
    :op2 (e / effective-04~5
        :ARG0 t))
"
B.228,"# ::tok Most of all , it was huge .
(h2 / huge~6
    :ARG2-of (h / have-degree-91~0
        :ARG1 (i / it~4)
        :ARG3 (m / most~0)
        :ARG5 (a / all~2))
    :domain i)
"
B.229,"# ::tok The neatly trimmed beard and moustache .
(a / and~4
    :ARG1-of (t / trim-02~2
        :manner (n / neat~1))
    :op1 (b / beard~3)
    :op2 (m / mustache~5))
"
B.230,"# ::tok Of what crime is he accused ?
(a / accuse-01~5
    :ARG1 (h / he~4)
    :ARG2 (c / crime-02~2
        :ARG1 (a2 / amr-unknown~1)))
"
B.231,"# ::tok He turned to leave then stopped .
(a / and~6
    :op1 (t2 / turn-01~1
        :purpose (l / leave-11~3
            :ARG0 (h / he~0))
        :ARG0 h)
    :op2 (s / stop-01~5
        :ARG0 h
        :time (t / then~4)))
"
B.232,"# ::tok He was underground in a cave .
(b / be-located-at-91~2
    :ARG1 (h / he~0)
    :ARG2 (u / underground~2
        :location (c / cave~5)))
"
B.233,"# ::tok She lifted her gun and fired .
(a / and~4
    :op1 (l / lift-01~1
        :ARG0 (s / she~0)
        :ARG1 (g / gun~3
            :poss s))
    :op2 (f / fire-01~5
        :ARG0 s))
"
B.234,"# ::tok You have nothing but circumstantial evidence .
(h / have-03~1
    :ARG0 (y / you~0)
    :ARG1 (e / evidence-01~5
        :ARG0-of (c / case-03~4
            :polarity -~4)
        :mod (n / nothing-but~2)))
"
B.235,"# ::tok The promise of big business profits .
(p2 / promise-01~1
    :ARG2 (p / profit-01~5
        :ARG0 (b2 / business~4
            :mod (b / big~3))))
"
B.236,"# ::tok You may dive in the sea .
(p / possible-01~1
    :ARG1 (d / dive-01~2
        :ARG0 (y / you~0)
        :ARG1 (s / sea~5)))
"
B.237,"# ::tok A shower and clean clothes helped .
(h / help-01~5
    :ARG0 (a / and~2
        :op1 (s / shower-01~1)
        :op2 (c2 / clothes~4
            :ARG1-of (c / clean-04~3))))
"
B.238,"# ::tok He understood the science behind it .
(u / understand-01~1
    :ARG0 (h / he~0)
    :ARG1 (s / science~3
        :location (b / behind~4
            :op1 (i / it~5))))
"
B.239,"# ::tok A tall man with sun - streaked hair .
(m / man~2
    :mod (t / tall~1)
    :part (h / hair~7
        :ARG1-of (s / stain-01~6
            :ARG0 (s2 / sun~4))))
"
B.240,"# ::tok Hunt more than rabbits or deer .
(h2 / hunt-01~0
    :ARG0 (y / you~0)
    :ARG1-of (h / have-quant-91~1
        :ARG3 (m / more~1)
        :ARG4 (o / or~4
            :op1 (a / animal~3
                :mod (b / breed~3
                    :name (n / name~3
                        :op1 ""fox""~3)))
            :op2 (d / deer~5))))
"
B.241,"# ::tok Knocked him out with one punch .
(k / knock-01~0
    :ARG1 (h / he~1)
    :manner (p / punch-01~5
        :quant 1~4
        :ARG0 h))
"
B.242,"# ::tok The economy everywhere was in crisis .
(c / crisis~5
    :location-of (e / economy~1
        :location (e2 / everywhere~2)))
"
B.243,"# ::tok On the surface , it made sense .
(s / sense-02~6
    :ARG1 (i / it~4)
    :location (s2 / surface~2))
"
B.244,"# ::tok I have chocolate peanut butter brownies .
(h / have-03~1
    :ARG0 (i / i~0)
    :ARG1 (c2 / cookie~5
        :mod (b / butter~4
            :mod (p / peanut~3))
        :mod (c / chocolate~2)))
"
B.245,"# ::tok The wind blew cold and colder .
(b / blow-01~2
    :ARG0 (w / wind~1)
    :ARG1 (c / cold-01~3
        :ARG2-of (h / have-degree-91~5
            :ARG1 b
            :ARG3 (m / more~5))))
"
B.246,"# ::tok A king must have an heir .
(o / obligate-01~2
    :ARG2 (h / have-03~3
        :ARG0 (p / person~1
            :ARG0-of (h2 / have-org-role-91~1
                :ARG2 (k / king~1)))
        :ARG1 (p2 / person~5
            :ARG0-of (i / inherit-01~5
                :ARG1 p))))
"
B.247,"# ::tok He spoke baldly , with no pride .
(s / speak-01~1
    :ARG0 (h / he~0)
    :manner (b / bald-faced~2)
    :manner (p / pride-01~6
        :ARG0 h
        :polarity -~5))
"
B.248,"# ::tok Just peanut butter and hot cocoa .
(a / and~3
    :mod (j / just~0)
    :op1 (b / butter~2
        :mod (p / peanut~1))
    :op2 (c / cocoa~5
        :ARG1-of (h / hot-05~4)))
"
